"time_stamp","rssi","humidity","temperature","pressure","pm2.5_atm","pm2.5_cf_1","pm10.0_cf_1","sensor_id"
2022-11-01 00:01:35,-66,63,64,986.99,38.42,44.705,48.345,107560
2022-11-01 00:03:35,-67,63,64,987.03,38.17,44.445,48.285,107560
2022-11-01 00:05:35,-66,63,64,987.05,38.09,44.375,48.17,107560
2022-11-01 00:07:35,-66,63,64,987.06,37.66,43.81,46.765,107560
2022-11-01 00:09:35,-67,63,64,987.06,37.54,43.055,45.87,107560
2022-11-01 00:11:35,-67,63,64,987.11,37.065,42.79,45.215,107560
2022-11-01 00:13:35,-67,63,64,987.14,36.865,42.07,45.34,107560
2022-11-01 00:15:35,-66,63,64,987.16,36.855,41.85,44.815,107560
2022-11-01 00:17:35,-66,62,64,987.15,36.435,41.26,44.51,107560
2022-11-01 00:19:35,-66,63,64,987.11,36.545,41.595,45.5,107560
2022-11-01 00:21:35,-67,63,64,987.16,36.285,40.83,43.57,107560
2022-11-01 00:23:35,-66,63,64,987.18,36.23,40.98,44.51,107560
2022-11-01 00:25:35,-66,62,64,987.18,36.4,41.29,43.72,107560
2022-11-01 00:27:35,-65,62,64,987.17,36.075,40.89,43.435,107560
2022-11-01 00:29:35,-65,63,64,987.16,36.115,40.55,43.46,107560
2022-11-01 00:31:35,-68,62,64,987.18,36.61,41.565,44.59,107560
2022-11-01 00:33:35,-66,63,64,987.14,36.845,42.095,44.985,107560
2022-11-01 00:35:35,-67,63,64,987.18,37.125,42.455,44.625,107560
2022-11-01 00:37:35,-69,63,63,987.21,36.655,41.6,44.39,107560
2022-11-01 00:39:35,-70,63,63,987,35.97,40.5,43.15,107560
2022-11-01 00:41:35,-70,63,63,987.21,37.82,43.655,46.375,107560
2022-11-01 00:43:35,-68,63,63,987.24,37.585,43.3,46.02,107560
2022-11-01 00:45:35,-69,63,63,987.36,37.3,42.81,44.705,107560
2022-11-01 00:47:35,-68,63,63,987.36,38.21,44.345,47.315,107560
2022-11-01 00:49:35,-68,63,63,987.32,37.395,42.92,46.435,107560
2022-11-01 00:51:35,-66,63,63,987.36,38.305,44.395,47.995,107560
2022-11-01 00:53:35,-70,63,63,987.32,38.205,44.415,46.76,107560
2022-11-01 00:55:35,-68,63,63,987.36,41.695,51.505,54.695,107560
2022-11-01 00:57:35,-68,62,63,987.37,42.395,52.95,54.86,107560
2022-11-01 00:59:35,-68,62,63,987.36,40.53,48.98,51.41,107560
2022-11-01 01:01:35,-66,63,63,987.4,39.105,45.82,47.94,107560
2022-11-01 01:03:35,-67,63,63,987.43,38.415,44.89,47.405,107560
2022-11-01 01:05:35,-67,62,63,987.43,37.82,43.81,45.445,107560
2022-11-01 01:07:35,-67,62,63,987.39,36.645,41.76,44.76,107560
2022-11-01 01:09:35,-67,62,63,987.46,37.085,42.34,44.775,107560
2022-11-01 01:11:35,-67,63,63,987.5,36.905,42.21,44.415,107560
2022-11-01 01:13:35,-67,63,63,987.51,37.145,42.415,44.575,107560
2022-11-01 01:15:35,-67,62,63,987.52,37.18,42.54,44.87,107560
2022-11-01 01:17:35,-68,63,63,987.53,36.46,41.34,43.55,107560
2022-11-01 01:19:35,-65,62,63,987.53,36.205,40.825,43.035,107560
2022-11-01 01:21:35,-65,62,63,987.55,36.905,42.175,44.12,107560
2022-11-01 01:23:35,-66,63,63,987.63,37.965,44.03,46.695,107560
2022-11-01 01:25:35,-65,63,63,987.6,36.57,41.455,44.29,107560
2022-11-01 01:27:35,-68,62,63,987.62,36.705,41.67,44.025,107560
2022-11-01 01:29:35,-67,62,63,987.66,36.68,41.575,43.58,107560
2022-11-01 01:31:35,-67,62,63,987.69,37.505,43.075,45,107560
2022-11-01 01:33:35,-70,62,63,987.78,35.435,39.76,42.16,107560
2022-11-01 01:35:35,-69,62,62,987.77,35.745,40.14,43.275,107560
2022-11-01 01:37:35,-68,62,62,987.75,36.115,40.65,43.17,107560
2022-11-01 01:39:35,-68,62,62,987.85,35.93,40.445,42.44,107560
2022-11-01 01:41:35,-68,62,62,987.9,36.945,42.27,44.26,107560
2022-11-01 01:43:36,-68,62,62,987.92,36.63,41.5,42.975,107560
2022-11-01 01:45:36,-68,62,62,987.97,36.34,41.135,42.86,107560
2022-11-01 01:47:36,-69,62,62,987.43,36.41,41.335,43.505,107560
2022-11-01 01:49:36,-68,62,62,988.04,37.355,43.005,44.93,107560
2022-11-01 01:51:36,-67,62,62,988.05,37.145,42.63,44.175,107560
2022-11-01 01:53:36,-67,62,62,988.07,35.94,40.43,43.36,107560
2022-11-01 01:55:36,-67,62,62,988.03,36.805,41.81,44.08,107560
2022-11-01 01:57:36,-67,62,62,988.05,36.095,40.59,42.62,107560
2022-11-01 01:59:36,-66,62,62,988.09,35.305,39.555,41.245,107560
2022-11-01 02:01:36,-69,62,62,988.12,37.48,42.955,45.355,107560
2022-11-01 02:03:36,-67,62,62,988.2,37.205,42.48,43.91,107560
2022-11-01 02:05:36,-68,62,62,988.19,36.27,41.015,42.95,107560
2022-11-01 02:07:36,-68,63,62,988.17,36.395,41.18,43.5,107560
2022-11-01 02:09:36,-66,63,62,988.09,37.53,43.075,44.88,107560
2022-11-01 02:11:36,-66,63,62,988.22,41.245,50.295,52.31,107560
2022-11-01 02:13:36,-66,62,62,988.2,39.48,46.8,48.745,107560
2022-11-01 02:15:36,-66,63,62,988.17,37.325,42.825,44.57,107560
2022-11-01 02:17:36,-68,63,62,988.16,36.025,40.595,42.055,107560
2022-11-01 02:19:36,-68,63,62,988.16,36.13,40.645,41.415,107560
2022-11-01 02:21:36,-68,63,62,988.2,35.735,40.16,41.65,107560
2022-11-01 02:23:36,-68,62,62,988.17,36.165,40.775,42.635,107560
2022-11-01 02:25:36,-70,63,62,988.15,36.515,41.49,43.13,107560
2022-11-01 02:27:36,-71,62,62,988.18,36.555,41.37,43.07,107560
2022-11-01 02:29:36,-71,62,62,988.25,36.25,40.94,42.335,107560
2022-11-01 02:31:36,-71,62,62,988.22,36.29,41.035,42.715,107560
2022-11-01 02:33:36,-68,63,62,988.29,36.045,40.545,42.15,107560
2022-11-01 02:35:36,-70,63,62,988.29,36.985,42.025,44.65,107560
2022-11-01 02:37:36,-70,63,62,988.31,37.395,43.2,44.74,107560
2022-11-01 02:39:36,-68,63,62,988.35,38.16,44.26,46.03,107560
2022-11-01 02:41:36,-68,62,62,988.33,37.52,43.025,44.575,107560
2022-11-01 02:43:36,-70,62,62,988.35,37.73,43.47,45.34,107560
2022-11-01 02:45:36,-67,63,61,988.36,39.075,45.76,47.925,107560
2022-11-01 02:47:36,-69,63,61,988.4,39.07,45.83,48.785,107560
2022-11-01 02:49:36,-69,64,61,988.39,39.275,46.3,48.84,107560
2022-11-01 02:51:36,-69,64,61,988.44,39.085,45.94,48.775,107560
2022-11-01 02:53:36,-69,64,61,988.43,38.26,44.485,46.3,107560
2022-11-01 02:55:36,-69,64,61,988.39,38.11,44.495,46.745,107560
2022-11-01 02:57:36,-67,65,61,988.37,36.86,42.03,44.155,107560
2022-11-01 02:59:36,-69,65,61,988.45,36.595,41.795,43.47,107560
2022-11-01 03:01:36,-68,65,61,988.48,36.36,41.115,42.705,107560
2022-11-01 03:03:36,-68,65,61,988.53,35.755,40.14,42.47,107560
2022-11-01 03:05:36,-70,65,61,988.53,35.625,39.8,41.86,107560
2022-11-01 03:07:36,-70,65,61,988.52,34.29,37.62,39.145,107560
2022-11-01 03:09:36,-69,65,61,988.57,34.235,37.765,39.445,107560
2022-11-01 03:11:36,-69,64,61,988.6,34.45,37.86,39.225,107560
2022-11-01 03:13:36,-67,64,61,988.62,33.65,36.52,37.83,107560
2022-11-01 03:15:36,-67,64,61,988.65,33.17,35.605,36.865,107560
2022-11-01 03:17:36,-67,64,61,988.58,34.36,37.735,38.615,107560
2022-11-01 03:19:36,-67,64,61,988.68,33.735,36.92,38.23,107560
2022-11-01 03:21:36,-68,64,61,988.67,33.21,35.83,37.295,107560
2022-11-01 03:23:36,-68,63,61,988.67,32.965,35.435,36.115,107560
2022-11-01 03:25:36,-68,64,61,988.69,33.275,35.975,36.845,107560
2022-11-01 03:27:36,-68,63,61,988.71,33.28,36.085,36.87,107560
2022-11-01 03:29:36,-68,63,61,988.78,33.17,35.75,36.99,107560
2022-11-01 03:31:36,-69,63,61,988.75,32.755,35.075,36.525,107560
2022-11-01 03:33:36,-71,63,60,988.32,32.98,35.335,36.44,107560
2022-11-01 03:35:36,-71,63,61,988.82,33.52,36.175,37.13,107560
2022-11-01 03:37:36,-67,63,61,988.87,33.25,35.82,36.97,107560
2022-11-01 03:39:36,-67,63,61,988.85,35.175,39.06,40.27,107560
2022-11-01 03:41:36,-69,63,61,988.8,34.55,37.985,39.045,107560
2022-11-01 03:43:37,-68,63,61,988.85,36.145,40.705,42.14,107560
2022-11-01 03:45:37,-69,63,61,988.96,36.325,41.2,42.385,107560
2022-11-01 03:47:37,-68,63,61,988.91,36.93,42.1,43.24,107560
2022-11-01 03:49:37,-69,63,61,988.96,37.23,42.45,43.76,107560
2022-11-01 03:51:37,-72,63,61,989,37.925,43.795,45.515,107560
2022-11-01 03:53:37,-69,63,61,989.05,37.345,42.755,44.35,107560
2022-11-01 03:55:37,-68,62,61,989.06,37.565,43.2,44.46,107560
2022-11-01 03:57:37,-68,62,61,989.08,37.75,43.535,45.62,107560
2022-11-01 03:59:37,-71,62,61,989.17,38.385,44.695,46.185,107560
2022-11-01 04:01:37,-69,62,61,989.15,39.305,46.195,47.61,107560
2022-11-01 04:03:37,-68,62,61,989.19,38.77,45.485,46.81,107560
2022-11-01 04:05:37,-68,62,61,989.18,39.325,46.66,48.805,107560
2022-11-01 04:07:37,-68,62,61,989.18,39.005,45.835,47.805,107560
2022-11-01 04:09:37,-68,62,61,989.19,39.25,46.52,47.605,107560
2022-11-01 04:11:37,-69,62,61,989.23,39.535,47.1,48.91,107560
2022-11-01 04:13:37,-68,62,61,989.23,40.16,48.32,49.55,107560
2022-11-01 04:15:37,-68,62,61,989.24,40.98,49.7,51.015,107560
2022-11-01 04:17:37,-67,62,61,989.22,40.695,49.2,50.575,107560
2022-11-01 04:19:37,-69,62,61,989.23,40.685,49.005,50.76,107560
2022-11-01 04:21:37,-68,62,61,989.23,41.48,50.565,52.585,107560
2022-11-01 04:23:37,-67,62,61,989.26,42.05,51.875,53.4,107560
2022-11-01 04:25:37,-69,62,61,989.3,40.995,49.69,51.12,107560
2022-11-01 04:27:37,-70,62,61,989.3,41.79,51.3,53.445,107560
2022-11-01 04:29:37,-68,62,61,989.34,41.135,49.96,52.28,107560
2022-11-01 04:31:37,-72,62,61,989.33,41.49,51.13,52.425,107560
2022-11-01 04:33:37,-69,62,61,989.4,41.65,50.885,52.72,107560
2022-11-01 04:35:37,-67,62,61,989.39,41.12,50.055,51.735,107560
2022-11-01 04:37:37,-68,62,61,989.41,41.135,50.17,52.59,107560
2022-11-01 04:39:37,-71,62,61,989.47,41.635,51.355,52.98,107560
2022-11-01 04:41:37,-68,62,61,989.53,41.875,51.515,53.02,107560
2022-11-01 04:43:37,-69,62,61,989.48,42.23,52.465,53.495,107560
2022-11-01 04:45:37,-68,61,61,989.46,42.02,51.975,53.375,107560
2022-11-01 04:47:37,-68,61,61,989.46,41.75,51.45,53.205,107560
2022-11-01 04:49:37,-69,61,60,989.41,42.9,53.9,55.46,107560
2022-11-01 04:51:37,-68,61,61,989.47,41.895,51.81,53.49,107560
2022-11-01 04:53:37,-67,61,60,989.43,42.215,52.735,54.33,107560
2022-11-01 04:55:37,-69,61,61,989.43,42.095,52.125,54.375,107560
2022-11-01 04:57:38,-69,61,60,989.27,42.825,54.135,56.475,107560
2022-11-01 04:59:37,-67,61,60,989.4,42.81,53.625,55.685,107560
2022-11-01 05:01:38,-68,61,60,989.39,42.8,54.01,55.85,107560
2022-11-01 05:03:37,-68,61,60,988.94,42.935,54.27,56.055,107560
2022-11-01 05:05:38,-68,61,60,989.46,42.935,54.345,56.22,107560
2022-11-01 05:07:37,-68,61,60,989.52,43.73,56.065,57.745,107560
2022-11-01 05:09:37,-67,61,60,989.51,43.62,55.455,57.01,107560
2022-11-01 05:11:37,-70,61,60,989.47,44.26,56.995,59.23,107560
2022-11-01 05:13:37,-68,61,60,989.5,44.06,56.535,57.99,107560
2022-11-01 05:15:37,-67,61,60,989.55,44.07,56.885,58.45,107560
2022-11-01 05:17:37,-67,61,60,989.52,44.34,57.14,58.665,107560
2022-11-01 05:19:37,-67,61,60,989.53,44.245,57.12,59.835,107560
2022-11-01 05:21:37,-68,61,60,989.61,43.495,55.215,57.455,107560
2022-11-01 05:23:37,-68,61,60,989.61,44.52,57.82,59.63,107560
2022-11-01 05:25:37,-67,61,60,989.59,44.25,57.28,59.405,107560
2022-11-01 05:27:37,-67,60,60,989.58,44.33,57.24,59.005,107560
2022-11-01 05:29:37,-68,60,60,989.64,44.205,56.86,58.16,107560
2022-11-01 05:31:37,-69,60,60,989.68,44.7,57.86,60.005,107560
2022-11-01 05:33:37,-66,60,60,989.72,45.26,59.35,61.295,107560
2022-11-01 05:35:37,-69,60,60,989.74,44.41,57.385,58.775,107560
2022-11-01 05:37:38,-68,60,60,989.77,45.28,59.295,62.43,107560
2022-11-01 05:39:37,-66,60,60,989.84,44.78,58.08,60.03,107560
2022-11-01 05:41:37,-70,60,60,989.84,44.965,58.475,60.69,107560
2022-11-01 05:43:38,-70,60,60,989.83,45.05,58.72,60.68,107560
2022-11-01 05:45:38,-71,60,60,989.82,45.505,60.31,62.1,107560
2022-11-01 05:47:38,-68,60,60,989.85,45.725,60.59,62.31,107560
2022-11-01 05:49:38,-69,60,60,989.84,46.325,62.33,65.115,107560
2022-11-01 05:51:38,-68,60,60,989.81,45.14,59.26,61.425,107560
2022-11-01 05:53:38,-69,60,60,989.86,45.78,60.825,62.665,107560
2022-11-01 05:55:38,-71,60,60,989.86,46.025,61.35,62.79,107560
2022-11-01 05:57:38,-69,60,60,989.86,45.61,60.535,62.47,107560
2022-11-01 05:59:38,-71,60,60,989.91,46.75,63.21,65.29,107560
2022-11-01 06:01:38,-68,60,60,989.92,46.85,63.255,64.85,107560
2022-11-01 06:03:38,-67,60,60,989.96,47.375,64.645,67.17,107560
2022-11-01 06:05:38,-70,60,60,989.96,47.3,64.755,67.755,107560
2022-11-01 06:07:38,-68,60,60,989.9,47.1,64.17,66.45,107560
2022-11-01 06:09:38,-68,60,60,989.94,46.245,62.245,64.27,107560
2022-11-01 06:11:38,-71,60,60,989.95,46.515,63.08,64.995,107560
2022-11-01 06:13:38,-67,60,60,989.95,46.85,63.665,66.185,107560
2022-11-01 06:15:38,-66,60,60,989.95,46.805,63.005,65.78,107560
2022-11-01 06:17:38,-68,59,60,989.96,46.955,63.49,65.675,107560
2022-11-01 06:19:38,-69,59,60,990.01,47.505,64.8,67.28,107560
2022-11-01 06:21:38,-71,59,60,990.04,46.62,63.04,65.41,107560
2022-11-01 06:23:38,-69,59,60,990.05,47.455,64.84,67.225,107560
2022-11-01 06:25:38,-69,59,60,990.06,46.765,63.175,65.945,107560
2022-11-01 06:27:38,-68,59,59,990.09,47.465,64.725,66.745,107560
2022-11-01 06:29:38,-66,59,60,990.07,47.33,64.5,66.15,107560
2022-11-01 06:31:38,-68,59,60,990.13,47.005,63.685,66.09,107560
2022-11-01 06:33:38,-69,59,60,990.14,46.96,63.49,66.27,107560
2022-11-01 06:35:38,-68,59,59,990.16,46.63,62.93,65.275,107560
2022-11-01 06:37:38,-68,59,59,990.14,46.46,62.35,64.105,107560
2022-11-01 06:39:38,-69,59,59,990.19,46.085,61.455,63.83,107560
2022-11-01 06:41:38,-70,59,59,990.21,46.705,63.01,65.175,107560
2022-11-01 06:43:39,-68,59,59,990.22,47.995,66.31,68.42,107560
2022-11-01 06:45:39,-67,59,59,990.21,47.93,65.98,68.15,107560
2022-11-01 06:47:39,-68,59,59,990.21,47.375,64.93,67.3,107560
2022-11-01 06:49:39,-68,59,59,990.25,47.205,64.51,66.925,107560
2022-11-01 06:51:39,-67,59,59,990.27,47.39,65.355,67.15,107560
2022-11-01 06:53:39,-70,59,59,990.3,47.235,64.375,66.635,107560
2022-11-01 06:55:39,-69,59,59,990.31,46.685,62.935,65.305,107560
2022-11-01 06:57:39,-67,59,59,990.31,47.51,65.195,67.335,107560
2022-11-01 06:59:39,-68,59,59,990.32,47.105,64.14,66.07,107560
2022-11-01 07:01:39,-70,58,59,990.33,46.815,63.395,66.07,107560
2022-11-01 07:03:39,-67,58,59,990.35,47,63.895,66.05,107560
2022-11-01 07:05:39,-69,58,59,990.33,47.56,65.245,67.93,107560
2022-11-01 07:07:39,-68,58,59,990.32,47.455,64.855,68.08,107560
2022-11-01 07:09:39,-68,58,59,990.28,48.01,66.14,68.575,107560
2022-11-01 07:11:39,-68,58,59,990.35,47.8,65.66,67.77,107560
2022-11-01 07:13:39,-68,58,59,990.37,47.165,64.42,66.595,107560
2022-11-01 07:15:39,-69,58,59,990.4,47.28,64.77,66.92,107560
2022-11-01 07:17:39,-67,58,59,990.37,47.645,65.405,67.565,107560
2022-11-01 07:19:39,-67,58,59,990.27,47.535,65.285,67.58,107560
2022-11-01 07:21:39,-72,58,59,990.41,47.38,64.685,66.64,107560
2022-11-01 07:23:39,-67,58,59,990.37,47.875,66.245,68.86,107560
2022-11-01 07:25:39,-71,58,59,990.36,47.245,64.77,67.155,107560
2022-11-01 07:27:39,-68,58,59,990.51,47.79,65.73,67.89,107560
2022-11-01 07:29:39,-68,59,59,990.5,47.525,65.34,67.185,107560
2022-11-01 07:31:39,-69,59,58,990.49,47.305,64.655,66.8,107560
2022-11-01 07:33:39,-70,59,58,990.49,47.72,65.345,68.315,107560
2022-11-01 07:35:39,-71,59,58,990.55,47.86,66.06,68.135,107560
2022-11-01 07:37:39,-68,59,58,990.51,47.865,65.95,68.2,107560
2022-11-01 07:39:39,-68,59,58,990.62,47.515,64.855,67.5,107560
2022-11-01 07:41:39,-70,59,58,990.59,47.665,65.585,67.875,107560
2022-11-01 07:43:39,-71,59,58,990.57,47.59,65.15,68.28,107560
2022-11-01 07:45:39,-68,59,58,990.6,47.375,64.9,67.485,107560
2022-11-01 07:47:39,-68,59,58,990.63,47.73,66.09,68.725,107560
2022-11-01 07:49:39,-68,59,58,990.57,47.75,65.63,68.365,107560
2022-11-01 07:51:39,-67,59,58,990.57,48.01,66.26,68.665,107560
2022-11-01 07:53:39,-67,59,58,990.63,48.04,66.325,68.455,107560
2022-11-01 07:55:39,-68,59,58,990.65,48.24,66.82,68.945,107560
2022-11-01 07:57:39,-71,59,58,990.65,47.85,66.22,68.405,107560
2022-11-01 07:59:39,-66,59,58,990.66,47.935,66.255,68.36,107560
2022-11-01 08:01:39,-69,59,58,990.66,48.355,66.92,69.44,107560
2022-11-01 08:03:39,-70,59,58,990.66,48.485,67.315,69.56,107560
2022-11-01 08:05:39,-68,59,58,990.69,48.05,66.57,68.315,107560
2022-11-01 08:07:39,-68,59,58,990.67,47.885,66.22,69.43,107560
2022-11-01 08:09:39,-68,59,58,990.73,47.495,65.3,68.48,107560
2022-11-01 08:11:39,-67,59,58,990.69,47.855,66.085,67.825,107560
2022-11-01 08:13:39,-68,59,58,990.7,48.16,66.42,69.29,107560
2022-11-01 08:15:39,-69,59,57,990.72,48.08,66.62,69.29,107560
2022-11-01 08:19:39,-68,59,57,990.75,47.945,66.115,68.75,107560
2022-11-01 08:21:39,-68,59,57,990.73,48.01,66.265,69.675,107560
2022-11-01 08:23:39,-69,59,57,990.8,48.48,67.81,70.07,107560
2022-11-01 08:25:39,-68,59,57,990.81,48.28,67.045,70.015,107560
2022-11-01 08:27:39,-67,59,57,990.82,47.64,65.49,68.05,107560
2022-11-01 08:29:39,-71,59,57,990.81,47.535,65.34,67.29,107560
2022-11-01 08:31:39,-67,59,57,990.87,47.905,66.54,68.525,107560
2022-11-01 08:33:39,-68,59,57,990.9,47.73,65.45,68.17,107560
2022-11-01 08:35:39,-69,59,57,990.9,47.26,64.6,66.465,107560
2022-11-01 08:37:39,-68,58,57,990.92,47.64,65.26,67.8,107560
2022-11-01 08:39:41,-67,58,57,990.51,47.91,66.405,68.43,107560
2022-11-01 08:41:39,-67,58,57,990.91,47.65,66.02,68.195,107560
2022-11-01 08:43:40,-67,59,57,990.89,46.565,62.52,64.47,107560
2022-11-01 08:45:40,-68,58,57,990.92,46.675,63.255,65.925,107560
2022-11-01 08:47:40,-67,58,57,990.97,47.535,64.82,67.51,107560
2022-11-01 08:49:40,-67,59,57,990.98,47.8,65.75,67.965,107560
2022-11-01 08:51:40,-69,59,57,990.96,47.725,65.515,68.6,107560
2022-11-01 08:53:40,-67,59,57,990.98,47.4,64.915,67.375,107560
2022-11-01 08:55:40,-67,59,57,991.03,47.555,64.98,66.955,107560
2022-11-01 08:57:40,-69,59,57,991.04,47.43,64.845,66.405,107560
2022-11-01 08:59:40,-68,59,56,990.72,47.025,64.21,66.49,107560
2022-11-01 09:01:40,-70,59,57,991.08,47.2,64.22,66.535,107560
2022-11-01 09:03:40,-68,59,57,991.11,47.4,64.855,67.19,107560
2022-11-01 09:05:40,-68,59,57,991.15,46.78,62.91,64.705,107560
2022-11-01 09:07:40,-71,59,57,991.2,46.49,62.845,64.9,107560
2022-11-01 09:09:40,-67,59,57,991.15,46.475,62.69,64.835,107560
2022-11-01 09:11:40,-70,58,57,991.16,46.965,63.38,64.875,107560
2022-11-01 09:13:40,-69,58,57,991.19,46.715,62.97,65.31,107560
2022-11-01 09:15:40,-66,58,57,991.23,46.555,62.89,65.92,107560
2022-11-01 09:17:40,-67,58,57,991.22,46.445,62.445,64.805,107560
2022-11-01 09:19:40,-68,58,57,991.21,46.49,62.77,65.59,107560
2022-11-01 09:21:40,-68,59,57,991.29,46.42,62.345,64.865,107560
2022-11-01 09:23:40,-68,58,57,991.27,46.07,61.615,64.015,107560
2022-11-01 09:25:40,-68,58,57,991.28,45.98,61.445,64.485,107560
2022-11-01 09:27:40,-68,58,57,991.27,45.9,61.3,63.31,107560
2022-11-01 09:29:40,-67,58,57,991.39,46.31,61.91,64.605,107560
2022-11-01 09:31:40,-67,58,57,991.4,46.24,61.66,64.21,107560
2022-11-01 09:33:40,-67,58,57,991.41,46.565,62.425,65.64,107560
2022-11-01 09:35:40,-67,58,57,991.42,46.09,61.48,63.92,107560
2022-11-01 09:37:40,-69,58,57,991.4,46.07,61.375,63.47,107560
2022-11-01 09:39:40,-66,58,56,991.47,45.64,60.1,62.475,107560
2022-11-01 09:41:40,-67,58,56,991.46,46.39,62.205,64.66,107560
2022-11-01 09:43:41,-67,58,56,991.47,46.335,61.835,64.185,107560
2022-11-01 09:45:41,-69,58,56,991.54,46.395,62.205,64.905,107560
2022-11-01 09:47:41,-68,58,56,991.61,45.785,61.205,63.925,107560
2022-11-01 09:49:41,-70,58,56,991.62,46.215,61.615,64.46,107560
2022-11-01 09:51:41,-71,58,56,991.65,46.27,61.735,63.7,107560
2022-11-01 09:53:41,-70,58,56,991.65,45.95,61.03,63.025,107560
2022-11-01 09:55:41,-68,58,56,991.68,46.49,62.39,63.75,107560
2022-11-01 09:57:41,-69,58,56,991.72,46.44,62.175,64.24,107560
2022-11-01 09:59:41,-67,58,56,991.76,46.18,61.68,63.135,107560
2022-11-01 10:01:41,-68,58,56,991.8,45.82,60.98,63.575,107560
2022-11-01 10:03:41,-68,58,56,991.81,46.525,62.76,64.855,107560
2022-11-01 10:05:41,-68,58,56,991.86,46.97,63.76,65.68,107560
2022-11-01 10:07:41,-68,58,56,991.91,46.39,62.125,64.43,107560
2022-11-01 10:09:41,-65,58,56,991.92,46.295,61.89,63.72,107560
2022-11-01 10:11:41,-66,58,56,991.42,46.44,62.61,64.53,107560
2022-11-01 10:13:41,-68,58,56,992.02,46.035,61.35,64.05,107560
2022-11-01 10:15:41,-67,58,56,992.05,46.055,61.605,63.735,107560
2022-11-01 10:17:41,-66,58,56,992.07,46.51,62.485,64.81,107560
2022-11-01 10:19:41,-70,58,56,992.1,46.73,63.19,66.155,107560
2022-11-01 10:21:41,-69,58,56,992.09,46.71,62.79,65.735,107560
2022-11-01 10:23:41,-69,58,56,992.11,47.035,63.97,66.975,107560
2022-11-01 10:25:41,-69,58,56,992.13,46.8,63.13,66.74,107560
2022-11-01 10:27:41,-68,58,56,992.2,46.13,61.74,64.06,107560
2022-11-01 10:29:41,-70,58,56,992.18,46.48,62.66,65.3,107560
2022-11-01 10:31:41,-68,58,56,992.23,46.54,62.73,65,107560
2022-11-01 10:33:41,-68,58,56,992.25,46.565,62.555,65.455,107560
2022-11-01 10:35:41,-70,58,56,992.28,47.235,64.52,66.845,107560
2022-11-01 10:37:41,-68,58,56,992.27,47.39,64.48,66.4,107560
2022-11-01 10:39:41,-68,58,56,992.34,46.47,62.405,64.2,107560
2022-11-01 10:41:41,-70,58,56,992.34,47.3,64.255,65.7,107560
2022-11-01 10:43:41,-68,58,56,992.33,47.735,65.73,68.04,107560
2022-11-01 10:45:41,-68,58,56,992.32,47.56,65.095,67.565,107560
2022-11-01 10:47:41,-68,58,56,992.4,47.005,64.145,66.81,107560
2022-11-01 10:49:41,-68,59,56,992.4,47.51,65.345,68.14,107560
2022-11-01 10:51:41,-68,59,56,992.42,46.81,63.425,65.195,107560
2022-11-01 10:53:41,-65,59,56,992.46,47.435,65.035,67.61,107560
2022-11-01 10:55:41,-71,59,56,992.48,46.91,63.54,65.74,107560
2022-11-01 10:57:41,-67,59,55,992.47,47.2,64.415,66.27,107560
2022-11-01 10:59:41,-71,59,55,992.48,46.335,62.27,64.835,107560
2022-11-01 11:01:41,-68,59,55,992.54,47.855,65.845,68.775,107560
2022-11-01 11:03:41,-67,59,55,992.55,47.855,65.94,68.365,107560
2022-11-01 11:05:41,-67,59,55,992.58,47.14,63.995,66.835,107560
2022-11-01 11:07:41,-67,59,55,992.62,46.87,63.27,66.055,107560
2022-11-01 11:09:41,-68,58,55,992.62,47.23,64.065,66.335,107560
2022-11-01 11:11:41,-67,58,55,992.63,45.905,60.985,62.73,107560
2022-11-01 11:13:41,-70,58,55,992.65,46.625,62.855,64.425,107560
2022-11-01 11:15:41,-70,58,55,992.69,46.64,62.93,65.92,107560
2022-11-01 11:17:41,-68,58,55,992.7,46.385,62.275,64.98,107560
2022-11-01 11:19:41,-67,58,55,992.71,46.75,63.07,65.32,107560
2022-11-01 11:21:41,-71,58,55,992.79,46.6,62.54,64.76,107560
2022-11-01 11:23:41,-67,58,55,992.78,47.22,64.075,66.555,107560
2022-11-01 11:25:41,-68,58,55,992.78,46.91,63.655,65.605,107560
2022-11-01 11:27:41,-71,58,55,992.77,46.405,62.625,65.11,107560
2022-11-01 11:29:41,-67,58,55,992.81,46.685,62.86,65.4,107560
2022-11-01 11:31:41,-67,58,55,992.82,46.595,62.745,65.15,107560
2022-11-01 11:33:41,-68,58,55,992.85,46.635,63.17,65.22,107560
2022-11-01 11:35:41,-69,58,55,992.93,47.09,63.825,65.725,107560
2022-11-01 11:37:41,-69,58,55,992.93,47.01,63.57,66.365,107560
2022-11-01 11:39:41,-67,58,55,992.94,46.885,63.45,65.155,107560
2022-11-01 11:41:41,-67,58,55,992.94,46.57,62.515,66.125,107560
2022-11-01 11:43:42,-69,58,55,992.92,46.27,62.04,63.93,107560
2022-11-01 11:45:42,-67,58,55,992.99,46.695,63.075,65.835,107560
2022-11-01 11:47:42,-67,58,55,992.97,47.16,64.075,65.66,107560
2022-11-01 11:49:42,-67,58,55,992.94,46.125,61.895,65.205,107560
2022-11-01 11:51:42,-67,58,55,993.05,46.18,61.785,64.475,107560
2022-11-01 11:53:42,-67,58,55,993.09,46.145,61.61,63.975,107560
2022-11-01 11:55:42,-66,58,55,993.16,46.69,62.825,64.88,107560
